Subject	Object	Annotation
http://lod.b3kat.de/isbn/0340283351	http://lod.b3kat.de/page/isbn/0340283351	updated_namespace
http://sv.dbpedia.org/resource/Anundsj%C3%B6	https://sv.dbpedia.org/resource/Anundsj%C3%B6	http->https
http://viaf.org/viaf/92199706	https://viaf.org/viaf/92199706	http->https
https://ld.zdb-services.de/resource/4151240	https://ld.zdb-services.de/data/4151240.html	other
http://uk.dbpedia.org/resource/%D0%A8%D0%B0%D0%B1%D0%BB%D0%BE%D0%BD:%D0%A4%D0%B0%D1%83%D0%BD%D0%B0_%D0%A3%D0%BA%D1%80%D0%B0%D1%97%D0%BD%D0%B8_8(3)	https://uk.dbpedia.org/resource/%D0%A8%D0%B0%D0%B1%D0%BB%D0%BE%D0%BD:%D0%A4%D0%B0%D1%83%D0%BD%D0%B0_%D0%A3%D0%BA%D1%80%D0%B0%D1%97%D0%BD%D0%B8_8(3)	http->https
http://dbpedia.org/resource/Norway%E2%80%93UK_relations	https://dbpedia.org/resource/Norway%E2%80%93UK_relations	http->https
https://d-nb.info/gnd/129269247	https://d-nb.info/gnd/129269247/about/html	other
http://www.last.fm/user/AcBandit/	https://www.last.fm/user/AcBandit/	http->https
https://ja.dbpedia.org/resource/%E8%88%88%E9%8A%80%E4%BF%A1%E8%A8%97%E9%8A%80%E8%A1%8C	http://ja.dbpedia.org/page/%E8%88%88%E9%8A%80%E4%BF%A1%E8%A8%97%E9%8A%80%E8%A1%8C	dbpedia_resource_to_page
http://wikidata.org/entity/Q6899371	https://wikidata.org/entity/Q6899371	http->https
http://mpii.de/yago/resource/John_Glasier	https://www.mpi-inf.mpg.de/yago/resource/John_Glasier	other
http://dbpedia.org/page/Waterfall_Bay,_Hong_Kong	https://dbpedia.org/page/Waterfall_Bay,_Hong_Kong	http->https
http://www.last.fm/user/lucylokit/#avatarPanel	http://www.last.fm/user/lucylokit/	miss_hash
http://lobid.org/resources/ZDB2139666-8	http://ld.zdb-services.de/resource/2139666-8	other
http://mpii.de/yago/resource/Gerry_Bussell	https://www.mpi-inf.mpg.de/yago/resource/Gerry_Bussell	other
http://d-nb.info/gnd/132371480	https://d-nb.info/gnd/132371480	http->https
https://www.wikidata.org/wiki/Special:EntityData/Q11642700	https://www.wikidata.org/wiki/Special:EntityData/Q11642700.json	+json
http://www.wikidata.org/entity/Q3796499	https://www.wikidata.org/entity/Q3796499	http->https
http://d-nb.info/gnd/1044615141	https://d-nb.info/gnd/1044615141	http->https
https://dbpedia.org/resource/Trzcianki,_Pulawy_County	http://dbpedia.org/page/Trzcianki,_Pulawy_County	dbpedia_resource_to_page
http://viaf.org/viaf/8766741	https://viaf.org/viaf/8766741	http->https
https://dbpedia.org/page/Julia_G%C3%B3rniewicz	http://dbpedia.org/resource/Julia_Marcell	other
http://es.dbpedia.org/resource/Baton_Rouge_(Estado_de_Luisiana)	https://es.dbpedia.org/resource/Baton_Rouge_(Estado_de_Luisiana)	http->https
https://d-nb.info/gnd/1030491542	https://d-nb.info/gnd/1030491542/about/html	other
http://www.bbc.co.uk/music/artists/aed74baa-cf1b-315a-be36-05c2bcd02f31	https://www.bbc.co.uk/music/artists/aed74baa-cf1b-315a-be36-05c2bcd02f31	http->https
http://www.last.fm/user/tsc4619	https://www.last.fm/user/tsc4619	http->https
https://www.bibsonomy.org/uri/bibtexkey/conf/fg/Danlos09/dblp	https://www.bibsonomy.org/bibtexkey/conf/fg/Danlos09/dblp	updated_namespace
http://lod.b3kat.de/isbn/0387820884	http://lod.b3kat.de/page/isbn/0387820884	updated_namespace
https://viaf.org/viaf/305258549	https://viaf.org/viaf/305258549/	other
https://www.mpi-inf.mpg.de/departments/databases-and-information-systems/research/yago-naga/yago/downloads/Sinornithoides	https://www.mpi-inf.mpg.de/departments/databases-and-information-systems/research/yago-naga/yago/downloads/sinornithoides	other
https://dbpedia.org/resource/Carl_Frederick	http://dbpedia.org/page/Carl_Frederick	dbpedia_resource_to_page
https://viaf.org/viaf/122273900	https://viaf.org/viaf/122273900/	other
http://fr.dbpedia.org/resource/Bataille_d'Elchingen	http://fr.dbpedia.org/page/Bataille_d'Elchingen	dbpedia_resource_to_page
http://eo.dbpedia.org/resource/Edmund_Wittbrodt	https://eo.dbpedia.org/resource/Edmund_Wittbrodt	http->https
http://fr.dbpedia.org/resource/Nanteuil_(deux-sèvres)	http://fr.dbpedia.org/resource/Nanteuil_(deux-s%C3%A8vres)	encoding
http://ja.dbpedia.org/resource/%E4%B8%83%E6%9D%A1%E4%BA%AC%E9%98%AA	https://ja.dbpedia.org/resource/%E4%B8%83%E6%9D%A1%E4%BA%AC%E9%98%AA	http->https
https://d-nb.info/gnd/13298041X/about/html	https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=nid%3D13298041X	other
http://www.wikidata.org/entity/Q8158277	https://www.wikidata.org/entity/Q8158277	http->https
http://nl.dbpedia.org/resource/Cafius_quadriimpressus	http://nl.dbpedia.org/page/Cafius_quadriimpressus	dbpedia_resource_to_page
http://wikidata.org/entity/Q5972240	https://wikidata.org/entity/Q5972240	http->https
https://d-nb.info/gnd/125257627/about/html	https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=nid%3D125257627	other
http://www.wikidata.org/entity/Q9518354	https://www.wikidata.org/entity/Q9518354	http->https
http://cs.dbpedia.org/resource/6_př._n._l.	http://cs.dbpedia.org/resource/6_p%C5%99._n._l.	encoding
https://www.wikidata.org/wiki/Special:EntityData/Q7029127	https://www.wikidata.org/wiki/Special:EntityData/Q7029127.json	+json
https://www.mpi-inf.mpg.de/departments/databases-and-information-systems/research/yago-naga/yago/downloads/A_Go_Go_(John_Scofield_album)	https://www.mpi-inf.mpg.de/departments/databases-and-information-systems/research/yago-naga/yago/downloads/a_go_go_(john_scofield_album)	other
http://lod.b3kat.de/title/BV006772351	http://lod.b3kat.de/page/title/BV006772351	updated_namespace
https://viaf.org/viaf/234004276	https://viaf.org/viaf/234004276/	other
http://d-nb.info/gnd/134206215	https://d-nb.info/gnd/134206215	http->https
https://www.bibsonomy.org/bibtex/2385b12093a9109e2a1dbaf26dcf386da/dblp	https://www.bibsonomy.org/bibtex/28a462e71467d21d5aa97ae856860133f/dblp	updated_namespace
https://www.wikidata.org/entity/Q9254591	https://www.wikidata.org/wiki/Special:EntityData/Q9254591	updated_namespace
http://fr.dbpedia.org/resource/Modèle:User_nap-0	http://fr.dbpedia.org/resource/Mod%C3%A8le:User_nap-0	encoding
http://el.dbpedia.org/resource/Μπάιτς	http://el.dbpedia.org/resource/%CE%9C%CF%80%CE%AC%CE%B9%CF%84%CF%82	encoding
https://www.mpi-inf.mpg.de/departments/databases-and-information-systems/research/yago-naga/yago/downloads/British_Journal_for_the_History_of_Science	https://www.mpi-inf.mpg.de/departments/databases-and-information-systems/research/yago-naga/yago/downloads/british_journal_for_the_history_of_science	other
http://bg.dbpedia.org/resource/Фотиос_Калпидис	http://bg.dbpedia.org/resource/%D0%A4%D0%BE%D1%82%D0%B8%D0%BE%D1%81_%D0%9A%D0%B0%D0%BB%D0%BF%D0%B8%D0%B4%D0%B8%D1%81	encoding
http://ld.zdb-services.de/resource/14997800	https://ld.zdb-services.de/resource/14997800	http->https
http://es.dbpedia.org/resource/Sistema_de_navegacion_para_automóviles	http://es.dbpedia.org/resource/Sistema_de_navegacion_para_autom%C3%B3viles	encoding
http://sv.dbpedia.org/resource/Thyridanthrax_meridionalis	https://sv.dbpedia.org/resource/Thyridanthrax_meridionalis	http->https
http://eu.dbpedia.org/page/Mabuya_atlantica	https://eu.dbpedia.org/page/Mabuya_atlantica	http->https
http://viaf.org/viaf/156709049	https://viaf.org/viaf/156709049	http->https
http://lobid.org/resource/HT014459956	http://lobid.org/resources/HT014459956	updated_namespace
http://viaf.org/viaf/20745590	https://viaf.org/viaf/20745590	http->https
https://www.last.fm/user/twinbauer/	https://www.last.fm/user/twinbauer	other
https://dbpedia.org/resource/1998_Barnet_London_Borough_Council_election	http://dbpedia.org/page/1998_Barnet_London_Borough_Council_election	dbpedia_resource_to_page
https://dbpedia.org/page/Philip_IV_(of_France)	http://dbpedia.org/resource/Philip_IV_of_France	other
http://ja.dbpedia.org/page/%E3%82%B8%E3%83%A7%E3%83%BC%E3%82%B8%E3%83%BB%E3%83%9F%E3%83%A9%E3%83%BC	https://ja.dbpedia.org/page/%E3%82%B8%E3%83%A7%E3%83%BC%E3%82%B8%E3%83%BB%E3%83%9F%E3%83%A9%E3%83%BC	http->https
https://www.bibsonomy.org/uri/bibtex/29ff3416039bfa6fe34542898fe95f204/dblp	https://www.bibsonomy.org/bibtex/29ff3416039bfa6fe34542898fe95f204/dblp	updated_namespace
http://d-nb.info/gnd/1053293879	https://d-nb.info/gnd/1053293879	http->https
http://dbpedia.org/page/Visiting_Mr._Green	https://dbpedia.org/page/Visiting_Mr._Green	http->https
http://yago-knowledge.org/resource/Qais_Sedki	https://yago-knowledge.org/resource/Qais_Sedki	http->https
http://bibsonomy.org/uri/bibtexkey/journals/ijcim/Jardim-GoncalvesASGM13/dblp	https://bibsonomy.org/uri/bibtexkey/journals/ijcim/Jardim-GoncalvesASGM13/dblp	http->https
https://www.wikidata.org/wiki/Special:EntityData/Q2898458	https://www.wikidata.org/wiki/Special:EntityData/Q2898458.json	+json
http://wifo5-03.informatik.uni-mannheim.de/flickrwrappr/photos/KBC_Advanced_Technologies	http://wbsg.informatik.uni-mannheim.de/flickrwrappr/photos/KBC_Advanced_Technologies	other
http://sv.dbpedia.org/resource/Erik_Järnåker	http://sv.dbpedia.org/resource/Erik_J%C3%A4rn%C3%A5ker	encoding
http://d-nb.info/gnd/151534780	https://d-nb.info/gnd/151534780	http->https
http://d-nb.info/gnd/1021269778	https://d-nb.info/gnd/1021269778	http->https
http://de.dbpedia.org/resource/Josef_Clarenz	http://de.dbpedia.org/page/Josef_Clarenz	dbpedia_resource_to_page
http://mpii.de/yago/resource/Neustadt_an_der_Orla	https://www.mpi-inf.mpg.de/yago/resource/Neustadt_an_der_Orla	other
https://d-nb.info/gnd/1063557917/about/html	https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=nid%3D1063557917	other
http://lod.b3kat.de/title/BV001053100	http://lod.b3kat.de/page/title/BV001053100	updated_namespace
http://www.last.fm/user/yitka	https://www.last.fm/user/yitka	http->https
http://ld.zdb-services.de/resource/10902338	https://ld.zdb-services.de/resource/10902338	http->https
https://eu.dbpedia.org/resource/Serranochromis_macrocephalus	http://eu.dbpedia.org/page/Serranochromis_macrocephalus	dbpedia_resource_to_page
http://bibsonomy.org/uri/bibtexkey/journals/corr/LeeHB14/dblp	https://bibsonomy.org/uri/bibtexkey/journals/corr/LeeHB14/dblp	http->https
https://d-nb.info/gnd/124827748/about/html	https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=nid%3D124827748	other
http://wikidata.org/entity/Q5296975	https://wikidata.org/entity/Q5296975	http->https
http://www.wikidata.org/entity/Q5038438	https://www.wikidata.org/entity/Q5038438	http->https
http://wifo5-03.informatik.uni-mannheim.de/flickrwrappr/photos/Ong%C3%B3n_District	http://wbsg.informatik.uni-mannheim.de/flickrwrappr/photos/Ong%C3%B3n_District	other
https://www.wikidata.org/wiki/Special:EntityData/Q8926467	https://www.wikidata.org/wiki/Special:EntityData/Q8926467.json	+json
https://viaf.org/viaf/149700253	https://viaf.org/viaf/149700253/	other
http://ja.dbpedia.org/resource/%E3%83%B4%E3%82%A3%E3%83%83%E3%83%86%E3%82%A3%E3%83%92%E5%8F%8D%E5%BF%9C	https://ja.dbpedia.org/resource/%E3%83%B4%E3%82%A3%E3%83%83%E3%83%86%E3%82%A3%E3%83%92%E5%8F%8D%E5%BF%9C	http->https
http://viaf.org/viaf/308750846	https://viaf.org/viaf/308750846	http->https
https://dbpedia.org/resource/1944_Orange_Bowl	http://dbpedia.org/page/1944_Orange_Bowl	dbpedia_resource_to_page
https://wikidata.org/entity/Q4857168	https://www.wikidata.org/entity/Q4857168	other
https://www.wikidata.org/wiki/Special:EntityData/Q4657751	https://www.wikidata.org/wiki/Special:EntityData/Q4657751.json	+json
http://yago-knowledge.org/resource/Brian_Gamble	https://yago-knowledge.org/resource/Brian_Gamble	http->https
https://ja.dbpedia.org/resource/Category:%E6%80%A7%E3%81%AB%E9%96%A2%E3%81%99%E3%82%8B%E6%9B%B8%E7%B1%8D	http://ja.dbpedia.org/page/Category:%E6%80%A7%E3%81%AB%E9%96%A2%E3%81%99%E3%82%8B%E6%9B%B8%E7%B1%8D	dbpedia_resource_to_page
https://d-nb.info/gnd/10654361X	https://d-nb.info/gnd/10654361X/about/html	other
https://www.wikidata.org/entity/Q1443989	https://www.wikidata.org/wiki/Special:EntityData/Q1443989	updated_namespace
http://uk.dbpedia.org/resource/Мелурень_(комуна,_Арджеш)	http://uk.dbpedia.org/resource/%D0%9C%D0%B5%D0%BB%D1%83%D1%80%D0%B5%D0%BD%D1%8C_(%D0%BA%D0%BE%D0%BC%D1%83%D0%BD%D0%B0,_%D0%90%D1%80%D0%B4%D0%B6%D0%B5%D1%88)	encoding
https://viaf.org/viaf/206268014	https://viaf.org/viaf/206268014/	other
http://lod.b3kat.de/title/BV003057289	http://lod.b3kat.de/page/title/BV003057289	updated_namespace
https://bibsonomy.org/uri/bibtexkey/conf/nips/BhattacharyyaK00/dblp	https://www.bibsonomy.org/uri/bibtexkey/conf/nips/BhattacharyyaK00/dblp	other
http://dbpedia.org/resource/ADS_4262	https://dbpedia.org/resource/ADS_4262	http->https
http://www.wikidata.org/entity/Q2992438	https://www.wikidata.org/entity/Q2992438	http->https
https://bibsonomy.org/uri/bibtexkey/conf/lics/MartinS93/dblp	https://www.bibsonomy.org/uri/bibtexkey/conf/lics/MartinS93/dblp	other
http://de.dbpedia.org/resource/Park_auf_dem_Bundespr%C3%A4sidenten-Dreieck	http://de.dbpedia.org/page/Park_auf_dem_Bundespr%C3%A4sidenten-Dreieck	dbpedia_resource_to_page
http://de.dbpedia.org/resource/Kategorie:Stra%C3%9Fe_in_Montreal	http://de.dbpedia.org/page/Kategorie:Stra%C3%9Fe_in_Montreal	dbpedia_resource_to_page
http://dbpedia.org/page/Georgetown_College_(disambiguation)	https://dbpedia.org/page/Georgetown_College_(disambiguation)	http->https
https://www.wikidata.org/wiki/Special:EntityData/Q17011812	https://www.wikidata.org/wiki/Special:EntityData/Q17011812.json	+json
http://www.wikidata.org/entity/Q11609154	https://www.wikidata.org/entity/Q11609154	http->https
https://www.wikidata.org/entity/Q12439773	https://www.wikidata.org/wiki/Special:EntityData/Q12439773	updated_namespace
https://bibsonomy.org/uri/bibtexkey/conf/pdp/EspositoMVM97/dblp	https://www.bibsonomy.org/uri/bibtexkey/conf/pdp/EspositoMVM97/dblp	other
http://wikidata.org/entity/Q111174	https://wikidata.org/entity/Q111174	http->https
http://fr.dbpedia.org/resource/C'est_Le_Jour_De_La_No%C3%ABl	http://fr.dbpedia.org/page/C'est_Le_Jour_De_La_No%C3%ABl	dbpedia_resource_to_page
https://d-nb.info/gnd/171336747	https://d-nb.info/gnd/171336747/about/html	other
https://d-nb.info/576329029	https://d-nb.info/576329029/about/html	other
https://www.wikidata.org/wiki/Special:EntityData/Q7798730	https://www.wikidata.org/wiki/Special:EntityData/Q7798730.json	+json
http://es.dbpedia.org/page/Planeta_ct%C3%B3nico	https://es.dbpedia.org/page/Planeta_ct%C3%B3nico	http->https
https://d-nb.info/gnd/106045016	https://d-nb.info/gnd/106045016/about/html	other
http://mpii.de/yago/resource/Brahmenau	https://www.mpi-inf.mpg.de/yago/resource/Brahmenau	other
http://dbpedia.org/resource/The_Battle_(film)	https://dbpedia.org/resource/The_Battle_(film)	http->https
https://d-nb.info/gnd/110335317/about/html	https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=nid%3D110335317	other
http://wifo5-03.informatik.uni-mannheim.de/flickrwrappr/photos/SpiralScouts_International	http://wbsg.informatik.uni-mannheim.de/flickrwrappr/photos/SpiralScouts_International	other
http://www.wikidata.org/entity/Q2498249	https://www.wikidata.org/entity/Q2498249	http->https
http://www.wikidata.org/entity/Q6514828	https://www.wikidata.org/entity/Q6514828	http->https
https://www.mpi-inf.mpg.de/yago/resource/wordnet_polymyxin_103979717	https://www.mpi-inf.mpg.de/departments/databases-and-information-systems/research/yago-naga/yago/downloads/wordnet_polymyxin_103979717	updated_namespace
http://d-nb.info/gnd/124815685	https://d-nb.info/gnd/124815685	http->https
http://lod.b3kat.de/title/BV008284466	http://lod.b3kat.de/page/title/BV008284466	updated_namespace
http://bg.dbpedia.org/resource/Windows_(%D0%BF%D0%BE%D1%8F%D1%81%D0%BD%D0%B5%D0%BD%D0%B8%D0%B5)	http://www3.ontotext.com/50x.html	other
https://d-nb.info/gnd/104848804/about/html	https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=nid%3D104848804	other
https://d-nb.info/gnd/105668206/about/html	https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=nid%3D105668206	other
https://d-nb.info/gnd/136656897	https://d-nb.info/gnd/136656897/about/html	other
https://d-nb.info/gnd/116081279/about/html	https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=nid%3D116081279	other
https://d-nb.info/gnd/112990029	https://d-nb.info/gnd/112990029/about/html	other
https://d-nb.info/gnd/133914240	https://d-nb.info/gnd/133914240/about/html	other
http://dbpedia.org/page/Scuffy	https://dbpedia.org/page/Scuffy	http->https
https://www.wikidata.org/wiki/Special:EntityData/Q7441816	https://www.wikidata.org/wiki/Special:EntityData/Q7441816.json	+json
http://lod.b3kat.de/title/BV001259753	http://lod.b3kat.de/page/title/BV001259753	updated_namespace
http://wikidata.org/entity/Q2637793	https://wikidata.org/entity/Q2637793	http->https
http://dbpedia.org/resource/Civa_Charter_School	https://dbpedia.org/resource/Civa_Charter_School	http->https
https://www.wikidata.org/entity/Q9166524	https://www.wikidata.org/wiki/Special:EntityData/Q9166524	updated_namespace
http://www.wikidata.org/entity/Q12527895	https://www.wikidata.org/entity/Q12527895	http->https
http://wikidata.org/entity/Q2091842	https://wikidata.org/entity/Q2091842	http->https
http://uk.dbpedia.org/resource/%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D1%96_%D1%81%D1%82%D0%B2%D0%BE%D0%BB%D0%B8	https://uk.dbpedia.org/resource/%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D1%96_%D1%81%D1%82%D0%B2%D0%BE%D0%BB%D0%B8	http->https
https://d-nb.info/gnd/1017189161	https://d-nb.info/gnd/1017189161/about/html	other
https://d-nb.info/gnd/180112384	https://d-nb.info/gnd/180112384/about/html	other
http://lod.b3kat.de/isbn/0715621017	http://lod.b3kat.de/page/isbn/0715621017	updated_namespace
http://es.dbpedia.org/page/Marimont_l%C3%A8s-Benestroff	https://es.dbpedia.org/page/Marimont_l%C3%A8s-Benestroff	http->https
http://www.last.fm/user/wreonika/#avatarPanel	http://www.last.fm/user/wreonika/	miss_hash
http://dbpedia.org/resource/Rudy_Horn	https://dbpedia.org/resource/Rudy_Horn	http->https
http://es.dbpedia.org/resource/Pseudochiridium_lawrencei	https://es.dbpedia.org/resource/Pseudochiridium_lawrencei	http->https
http://es.dbpedia.org/page/Astros_de_Arda	https://es.dbpedia.org/page/Astros_de_Arda	http->https
http://es.dbpedia.org/resource/Radh%C4%81ran%C4%AB	https://es.dbpedia.org/resource/Radh%C4%81ran%C4%AB	http->https
http://www.bibsonomy.org/uri/bibtex/28b0aacfb7e61174ed4c34249e36c454b/dblp	https://www.bibsonomy.org/uri/bibtex/28b0aacfb7e61174ed4c34249e36c454b/dblp	http->https
http://viaf.org/viaf/35589509	https://viaf.org/viaf/35589509	http->https
http://sv.dbpedia.org/resource/Kemilåda	http://sv.dbpedia.org/resource/Kemil%C3%A5da	encoding
http://viaf.org/viaf/50242663	https://viaf.org/viaf/50242663	http->https
http://www.last.fm/user/Holaola1988/	https://www.last.fm/user/Holaola1988/	http->https
http://wikidata.org/entity/Q14935267	https://wikidata.org/entity/Q14935267	http->https
http://www.wikidata.org/entity/Q10198863	https://www.wikidata.org/entity/Q10198863	http->https
http://viaf.org/viaf/86345487	https://viaf.org/viaf/86345487	http->https
http://lod.b3kat.de/title/BV008502974/vol/5	http://lod.b3kat.de/page/title/BV008502974/vol/5	updated_namespace
http://dbpedia.org/page/Category:Template-Class_Socialism_articles	https://dbpedia.org/page/Category:Template-Class_Socialism_articles	http->https
https://wikidata.org/entity/Q1592612	https://www.wikidata.org/entity/Q1592612	other
https://bibsonomy.org/uri/bibtexkey/journals/cor/Venkatachalam95/dblp	https://www.bibsonomy.org/uri/bibtexkey/journals/cor/Venkatachalam95/dblp	other
http://dbpedia.org/page/National_stadium	https://dbpedia.org/page/National_stadium	http->https
http://www.wikidata.org/entity/Q1984286	https://www.wikidata.org/entity/Q1984286	http->https
http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Josef_Gerstmann	http://wifo5-03.informatik.uni-mannheim.de/flickrwrappr/photos/Josef_Gerstmann	other
http://fr.dbpedia.org/resource/Frashër	http://fr.dbpedia.org/resource/Frash%C3%ABr	encoding
https://www.mpi-inf.mpg.de/yago/resource/Andoni_Lakabeg	https://www.mpi-inf.mpg.de/departments/databases-and-information-systems/research/yago-naga/yago/downloads/Andoni_Lakabeg	updated_namespace
https://www.wikidata.org/wiki/Special:EntityData/Q9150272	https://www.wikidata.org/wiki/Special:EntityData/Q9150272.json	+json
http://es.dbpedia.org/resource/Inmigraci%C3%B3n_espanola_en_Argentina	https://es.dbpedia.org/resource/Inmigraci%C3%B3n_espanola_en_Argentina	http->https
https://d-nb.info/gnd/13997038X/about/html	https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=nid%3D13997038X	other
https://d-nb.info/gnd/124708757/about/html	https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=nid%3D124708757	other
https://www.bibsonomy.org/uri/bibtexkey/conf/aipr/Bonneau00/dblp	https://www.bibsonomy.org/bibtexkey/conf/aipr/Bonneau00/dblp	updated_namespace
http://www.last.fm/user/HamsterTrippin	https://www.last.fm/user/HamsterTrippin	http->https
https://bibsonomy.org/uri/bibtexkey/journals/vlsisp/WuAC93/dblp	https://www.bibsonomy.org/uri/bibtexkey/journals/vlsisp/WuAC93/dblp	other
https://dbpedia.org/resource/Feltonville,_Philadelphia,_PA	http://dbpedia.org/page/Feltonville,_Philadelphia,_PA	dbpedia_resource_to_page
http://cs.dbpedia.org/resource/Z%C3%A1mu%C5%99%C5%A1tina	https://cs.dbpedia.org/resource/Z%C3%A1mu%C5%99%C5%A1tina	http->https
https://dbpedia.org/resource/Orstraya	http://dbpedia.org/page/Orstraya	dbpedia_resource_to_page
https://www.wikidata.org/wiki/Special:EntityData/Q5376479	https://www.wikidata.org/wiki/Special:EntityData/Q5376479.json	+json
http://eo.dbpedia.org/resource/Rozo	https://eo.dbpedia.org/resource/Rozo	http->https
http://viaf.org/viaf/304970866	https://viaf.org/viaf/304970866	http->https
https://www.mpi-inf.mpg.de/yago/resource/Progress_Station	https://www.mpi-inf.mpg.de/departments/databases-and-information-systems/research/yago-naga/yago/downloads/Progress_Station	updated_namespace
https://d-nb.info/gnd/179129465/about/html	https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=nid%3D179129465	other
http://lod.b3kat.de/title/BV003991315/vol/5	http://lod.b3kat.de/page/title/BV003991315/vol/5	updated_namespace
http://d-nb.info/gnd/131870696	https://d-nb.info/gnd/131870696	http->https
http://de.dbpedia.org/resource/Bánszka	http://de.dbpedia.org/resource/B%C3%A1nszka	encoding
http://cs.dbpedia.org/resource/Kategorie:Sérioví_vrazi	http://cs.dbpedia.org/resource/Kategorie:S%C3%A9riov%C3%AD_vrazi	encoding
https://viaf.org/viaf/63659295	https://viaf.org/viaf/63659295/	other
https://d-nb.info/gnd/103160037X/about/html	https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=nid%3D103160037X	other
http://hu.dbpedia.org/resource/B%C5%B1dfalva	https://hu.dbpedia.org/resource/B%C5%B1dfalva	http->https
https://www.wikidata.org/entity/Q8846105	https://www.wikidata.org/wiki/Special:EntityData/Q8846105	updated_namespace
http://viaf.org/viaf/247681670	https://viaf.org/viaf/247681670	http->https
http://d-nb.info/gnd/139952691	https://d-nb.info/gnd/139952691	http->https
https://d-nb.info/gnd/135101980/about/html	https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=nid%3D135101980	other
