256	27
257	19
258	20
259	32
260	16
261	13
262	19
263	18
264	21
265	33
266	16
267	14
268	23
269	19
270	19
271	21
272	21
273	17
274	22
275	14
276	20
277	11
278	16
279	12
280	10
281	13
282	19
283	16
284	16
285	12
286	14
287	19
288	16
289	14
290	13
291	8
292	20
293	13
294	15
295	8
296	14
297	7
298	12
299	15
300	16
301	13
302	7
303	15
304	12
305	11
306	10
307	16
308	13
309	13
310	6
311	8
312	16
313	11
314	13
315	16
316	11
317	12
318	11
319	10
320	15
321	9
322	13
323	17
324	13
325	9
326	10
327	12
328	5
329	8
330	7
331	14
332	4
333	15
334	14
335	10
336	4
337	11
338	10
339	10
340	10
341	4
342	8
343	3
344	9
345	10
346	8
347	5
348	13
349	7
350	4
351	8
352	7
353	8
354	5
355	6
356	3
357	8
358	5
359	5
360	10
361	8
362	4
363	3
364	10
365	7
366	2
367	7
368	6
369	3
370	4
371	10
372	8
373	6
374	8
375	4
376	6
377	5
378	5
379	5
380	12
381	5
382	8
383	2
384	7
385	7
386	10
387	8
388	2
389	5
390	5
391	4
392	6
393	6
394	7
395	5
396	8
397	4
398	7
399	7
400	5
401	5
402	3
403	3
404	4
405	2
406	8
407	5
408	3
409	8
410	4
411	6
412	3
413	1
414	7
415	1
416	6
417	6
418	5
419	4
420	5
421	4
422	10
423	1
424	7
425	4
426	4
427	2
428	6
429	6
430	2
431	2
432	4
433	1
434	6
435	2
436	6
437	3
438	4
439	4
440	8
441	6
442	1
443	3
444	5
445	2
446	3
447	6
448	5
449	5
450	6
451	5
452	6
453	5
454	1
455	5
456	2
457	6
458	5
459	5
460	5
461	3
462	5
463	1
464	3
465	3
467	1
468	4
469	3
470	1
471	4
472	6
473	3
474	8
475	2
476	2
477	2
478	2
479	4
480	1
481	2
482	2
483	2
484	4
485	1
488	3
489	4
490	4
491	1
492	2
493	4
494	1
495	3
496	1
497	3
498	3
499	3
500	3
501	1
502	2
503	3
504	4
505	4
506	3
507	1
509	1
510	1
511	1
512	2
513	4
515	3
517	2
518	1
519	4
520	1
521	2
522	1
524	3
525	1
526	1
527	3
528	2
530	5
531	2
532	1
533	1
534	1
535	1
536	3
537	1
538	2
539	8
540	2
542	2
543	2
544	1
545	2
547	2
548	2
549	2
550	2
551	1
552	1
556	3
557	1
558	1
559	3
561	2
562	4
564	5
567	1
568	3
569	2
571	2
572	1
573	1
574	3
575	1
576	1
577	2
579	2
581	2
582	1
583	1
584	3
585	2
586	1
589	1
590	1
591	1
593	1
595	3
598	2
599	1
600	6
602	2
603	1
606	2
607	2
608	1
611	2
612	2
613	2
615	2
616	2
618	3
620	2
621	3
622	1
623	1
624	3
625	1
627	1
628	2
632	2
633	3
634	1
635	2
637	2
639	1
641	1
644	1
645	2
646	3
648	2
649	1
650	1
651	1
652	1
653	1
655	1
656	2
657	2
658	1
659	1
663	1
664	1
665	2
666	1
669	2
670	1
671	1
672	1
673	1
674	1
675	1
676	1
678	1
680	1
683	1
684	1
687	1
689	1
691	1
693	1
694	1
699	1
700	1
701	3
702	1
705	1
706	2
707	1
708	1
709	3
710	1
711	2
712	1
713	2
716	3
717	1
720	1
723	1
727	2
729	1
731	3
732	1
735	1
740	1
744	3
745	1
749	1
750	1
751	1
759	1
763	1
764	1
766	1
769	1
771	1
772	1
774	1
775	3
776	1
783	1
784	2
786	1
788	3
789	2
791	1
792	1
795	1
797	1
798	1
800	1
803	1
805	1
806	2
807	2
811	2
815	1
817	1
820	1
822	1
829	1
831	1
834	3
835	1
837	2
840	2
841	1
843	1
846	1
848	2
849	2
854	1
857	2
858	1
861	1
865	1
867	1
871	1
873	1
883	1
885	2
890	1
892	2
904	1
913	1
915	1
920	1
922	1
926	1
942	1
944	1
947	2
949	1
951	1
958	2
961	1
964	1
969	1
973	1
978	1
980	1
982	1
986	1
990	2
994	1
997	1
1004	1
1006	1
1007	1
1012	1
1014	1
1022	1
1026	1
1034	1
1038	1
1049	1
1050	1
1062	1
1064	1
1072	1
1073	1
1076	1
1081	2
1087	1
1089	1
1094	1
1103	1
1112	2
1122	1
1123	1
1125	1
1128	1
1138	1
1144	2
1146	1
1175	1
1188	1
1190	1
1204	1
1211	1
1227	1
1232	1
1249	1
1256	1
1258	1
1262	2
1265	1
1267	1
1271	1
1277	1
1287	1
1291	1
1292	1
1297	1
1300	1
1310	1
1312	1
1320	2
1326	1
1329	1
1341	1
1348	1
1354	1
1355	1
1370	1
1380	1
1387	1
1421	1
1430	1
1463	1
1469	1
1473	1
1476	1
1478	1
1493	1
1504	2
1508	1
1534	1
1545	1
1562	1
1569	1
1588	1
1618	1
1622	1
1624	1
1639	1
1653	2
1662	1
1684	1
1782	1
1796	1
1820	1
1831	1
1841	1
1857	1
1891	1
1924	1
1926	1
1927	1
2026	1
2032	1
2102	1
2212	1
2217	1
2242	1
2514	1
2736	1
2784	1
3068	1
3688	1
4922	1
5077	1
21276	1
178381	1
